=== Shared String - Reader-Writer Problem ===
Mode: fair
Readers: 5, Writers: 8, Duration: 8 seconds

[22:43:25.951] [R2] started
[22:43:32.980] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:32.992] [W5] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:32.997] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.006] [R3] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.012] [W2] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:33.013] [W6] wrote: "AB"
[22:43:33.014] [R1] read: "AB"
[22:43:33.016] [W8] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:33.016] [R2] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:33.022] [R4] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:33.026] [R3] read: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:33.028] [W4] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.042] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.053] [W2] wrote: "AB"
[22:43:33.054] [W3] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:33.056] [W5] wrote: "Test"
[22:43:33.059] [W7] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:33.060] [W1] wrote: "AB"
[22:43:33.060] [R1] read: "AB"
[22:43:33.063] [R2] read: "AB"
[22:43:33.072] [R3] read: "AB"
[22:43:33.075] [R4] read: "AB"
[22:43:33.076] [W8] wrote: "AB"
[22:43:33.084] [R2] read: "AB"
[22:43:33.086] [W5] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.089] [W4] wrote: "Test"
[22:43:33.093] [R1] read: "Test"
[22:43:33.096] [R3] read: "Test"
[22:43:33.098] [R5] read: "Test"
[22:43:33.103] [W6] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.116] [W2] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.123] [W5] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.127] [W4] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.130] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.137] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.137] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.141] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.141] [W7] wrote: "AB"
[22:43:33.143] [W3] wrote: "Readers and writers must coordinate access to shared data."
[22:43:33.143] [R1] read: "Readers and writers must coordinate access to shared data."
[22:43:33.153] [W1] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.156] [W8] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.167] [W2] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.177] [W5] wrote: "!"
[22:43:33.181] [R3] read: "!"
[22:43:33.184] [R1] read: "!"
[22:43:33.186] [W4] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.186] [W7] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.187] [R4] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.187] [R2] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.196] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.198] [W6] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.201] [W2] wrote: "Test"
[22:43:33.203] [W3] wrote: "Race!"
[22:43:33.209] [R1] read: "Race!"
[22:43:33.216] [R5] read: "Race!"
[22:43:33.216] [R3] read: "Race!"
[22:43:33.225] [W1] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.241] [R2] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.242] [R4] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.245] [W3] wrote: "Mutual exclusion ensures only one writer at a time."
[22:43:33.247] [W8] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.251] [W7] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.253] [R5] read: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.256] [W6] wrote: "Test"
[22:43:33.262] [R1] read: "Test"
[22:43:33.267] [R3] read: "Test"
[22:43:33.273] [W1] wrote: "Test"
[22:43:33.274] [W5] wrote: "Context switching between threads has performance overhead costs."
[22:43:33.274] [R4] read: "Context switching between threads has performance overhead costs."
[22:43:33.283] [W4] wrote: "!"
[22:43:33.288] [W2] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.290] [R3] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.291] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.301] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.310] [R4] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.313] [W7] wrote: "Test"
[22:43:33.316] [R1] read: "Test"
[22:43:33.318] [W3] wrote: "Pthread library provides powerful threading primitives."
[22:43:33.326] [R3] read: "Pthread library provides powerful threading primitives."
[22:43:33.331] [R5] read: "Pthread library provides powerful threading primitives."
[22:43:33.335] [W8] wrote: "Test"
[22:43:33.339] [W6] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.342] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.348] [R2] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.353] [W4] wrote: "Context switching between threads has performance overhead costs."
[22:43:33.360] [W5] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.362] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.367] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.370] [W1] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.376] [W2] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.386] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.390] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.390] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.391] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.408] [W6] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.409] [W3] wrote: "Concurrency bugs are difficult to reproduce and debug consistently."
[22:43:33.412] [W7] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.420] [W8] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.422] [W2] wrote: "!"
[22:43:33.424] [R3] read: "!"
[22:43:33.425] [R5] read: "!"
[22:43:33.427] [R4] read: "!"
[22:43:33.435] [R1] read: "!"
[22:43:33.436] [W1] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.438] [W4] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.441] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.455] [W2] wrote: "Context switching between threads has performance overhead costs."
[22:43:33.457] [W3] wrote: "AB"
[22:43:33.459] [R4] read: "AB"
[22:43:33.459] [W5] wrote: "A"
[22:43:33.461] [R5] read: "A"
[22:43:33.465] [R2] read: "A"
[22:43:33.469] [R1] read: "A"
[22:43:33.473] [W4] wrote: "A"
[22:43:33.475] [W6] wrote: "!"
[22:43:33.481] [R3] read: "!"
[22:43:33.488] [R5] read: "!"
[22:43:33.501] [R3] read: "!"
[22:43:33.502] [W7] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.502] [W3] wrote: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.508] [R5] read: "Memory barriers ensure proper ordering of operations across cores."
[22:43:33.514] [W8] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.516] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.517] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.518] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.528] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.534] [W3] wrote: "Deadlock occurs when threads wait indefinitely for each other."
[22:43:33.536] [W1] wrote: "!"
[22:43:33.537] [W5] wrote: "Hello World!"
[22:43:33.540] [R3] read: "Hello World!"
[22:43:33.546] [W6] wrote: "Context switching between threads has performance overhead costs."
[22:43:33.547] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:33.549] [W4] wrote: "Hello World!"
[22:43:33.553] [W2] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.556] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.557] [W7] wrote: "!"
[22:43:33.558] [R1] read: "!"
[22:43:33.565] [R4] read: "!"
[22:43:33.566] [W8] wrote: "!"
[22:43:33.566] [W1] wrote: "Context switching between threads has performance overhead costs."
[22:43:33.582] [R1] read: "Context switching between threads has performance overhead costs."
[22:43:33.583] [R2] read: "Context switching between threads has performance overhead costs."
[22:43:33.585] [W4] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:33.587] [W6] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.588] [R5] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.599] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.605] [R1] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.608] [W2] wrote: "A"
[22:43:33.613] [W8] wrote: "Context switching between threads has performance overhead costs."
[22:43:33.614] [W5] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:33.615] [W3] wrote: "Test"
[22:43:33.623] [R4] read: "Test"
[22:43:33.624] [R3] read: "Test"
[22:43:33.627] [R5] read: "Test"
[22:43:33.628] [W6] wrote: "A"
[22:43:33.629] [W1] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.629] [R2] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.629] [W7] wrote: "Context switching between threads has performance overhead costs."
[22:43:33.646] [W3] wrote: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.654] [R5] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.658] [R1] read: "Lock-free data structures use atomic operations for synchronization."
[22:43:33.660] [W6] wrote: "Hello World!"
[22:43:33.662] [W4] wrote: "Operating systems manage hardware and software resources."
[22:43:33.664] [R2] read: "Operating systems manage hardware and software resources."
[22:43:33.670] [R4] read: "Operating systems manage hardware and software resources."
[22:43:33.671] [R3] read: "Operating systems manage hardware and software resources."
[22:43:33.672] [W5] wrote: "Operating systems manage hardware and software resources."
[22:43:33.688] [R5] read: "Operating systems manage hardware and software resources."
[22:43:33.695] [R3] read: "Operating systems manage hardware and software resources."
[22:43:33.699] [R4] read: "Operating systems manage hardware and software resources."
[22:43:33.700] [W8] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.700] [W4] wrote: "X"
[22:43:33.701] [R1] read: "X"
[22:43:33.708] [W2] wrote: "Hello World!"
[22:43:33.708] [W5] wrote: "X"
[22:43:33.713] [W7] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.716] [R3] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.720] [W1] wrote: "A"
[22:43:33.720] [R5] read: "A"
[22:43:33.720] [R2] read: "A"
[22:43:33.723] [W6] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:33.736] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:33.737] [W3] wrote: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.741] [R2] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.749] [R4] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.753] [R3] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.755] [R5] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.757] [R1] read: "Thread pools improve performance by reusing worker threads efficiently."
[22:43:33.760] [W4] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:33.768] [R2] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:33.776] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:33.778] [R3] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:33.779] [R5] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:33.779] [W5] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:33.783] [W8] wrote: "A"
[22:43:33.786] [W6] wrote: "Operating systems manage hardware and software resources."
[22:43:33.794] [W1] wrote: "Hello World!"
[22:43:33.797] [W2] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:33.801] [R1] read: "The quick brown fox jumps over the lazy dog."
[22:43:33.809] [R3] read: "The quick brown fox jumps over the lazy dog."
[22:43:33.810] [W7] wrote: "A"
[22:43:33.818] [R2] read: "A"
[22:43:33.819] [W6] wrote: "X"
[22:43:33.819] [W3] wrote: "!"
[22:43:33.836] [R4] read: "!"
[22:43:33.839] [R5] read: "!"
[22:43:33.842] [R1] read: "!"
[22:43:33.851] [W7] wrote: "Hello World!"
[22:43:33.852] [W1] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:33.855] [W2] wrote: "Operating systems manage hardware and software resources."
[22:43:33.859] [W4] wrote: "Readers and writers must coordinate access to shared data."
[22:43:33.862] [W6] wrote: "Synchronization prevents race conditions in concurrent programs."
[22:43:33.862] [R4] read: "Synchronization prevents race conditions in concurrent programs."
[22:43:33.862] [W3] wrote: "Context switching between threads has performance overhead costs."
[22:43:33.866] [R3] read: "Context switching between threads has performance overhead costs."
[22:43:33.870] [W5] wrote: "Readers and writers must coordinate access to shared data."
[22:43:33.875] [W8] wrote: "Hello World!"
[22:43:33.875] [R2] read: "Hello World!"
[22:43:33.877] [R1] read: "Hello World!"
[22:43:33.896] [R5] read: "Hello World!"
[22:43:33.898] [R3] read: "Hello World!"
[22:43:33.901] [W1] wrote: "Operating systems manage hardware and software resources."
[22:43:33.912] [R2] read: "Operating systems manage hardware and software resources."
[22:43:33.913] [R4] read: "Operating systems manage hardware and software resources."
[22:43:33.923] [R1] read: "Operating systems manage hardware and software resources."
[22:43:33.926] [R3] read: "Operating systems manage hardware and software resources."
[22:43:33.926] [R5] read: "Operating systems manage hardware and software resources."
[22:43:33.933] [W7] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:33.934] [W8] wrote: "The quick brown fox jumps over the lazy dog."
[22:43:33.938] [W3] wrote: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.942] [R4] read: "Critical sections must be kept as short as possible for efficiency."
[22:43:33.944] [W6] wrote: "Readers and writers must coordinate access to shared data."
[22:43:33.952] [W2] finished
[22:43:33.953] [W4] finished
[22:43:33.954] [R2] finished
[22:43:33.960] [R1] finished
[22:43:33.961] [W5] finished
[22:43:33.964] [R5] finished
[22:43:33.969] [R4] finished
[22:43:33.975] [R3] finished
[22:43:33.979] [W1] finished
[22:43:33.990] [W7] finished
[22:43:34.009] [W3] finished
[22:43:34.009] [W6] finished
[22:43:34.028] [W8] finished

=== Program Finished ===
Final shared string: "Readers and writers must coordinate access to shared data."
